Kategori,Keyword,Periode_Scrape,Sumber,Tanggal_Tayang,Judul,Link
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,detikFinance,11 Jul 2025,1.000 Dapur MBG Mau Dibangun di Pesantren,https://finance.detik.com/berita-ekonomi-bisnis/d-8007324/1-000-dapur-mbg-mau-dibangun-di-pesantren
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,RRI.co.id,29 Jul 2025,Wali Kota Respati Ardi Fasilitasi Sertifikasi Halal Gratis,https://rri.co.id/surakarta/daerah/1730242/wali-kota-respati-ardi-fasilitasi-sertifikasi-halal-gratis
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,detikcom,13 Jul 2025,Indonesia dan Australia Perkuat Kolaborasi Ekspor-Impor Produk Halal,https://www.detik.com/hikmah/khazanah/d-8008973/indonesia-dan-australia-perkuat-kolaborasi-ekspor-impor-produk-halal
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,CNN Indonesia,12 Jul 2025,Indonesia dan Australia Perkuat Kerja Sama Ekspor Impor Produk Halal,https://www.cnnindonesia.com/ekonomi/20250712185920-625-1249972/indonesia-dan-australia-perkuat-kerja-sama-ekspor-impor-produk-halal
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,Katadata.co.id,11 Jul 2025,Pemerintah Rencanakan Program Setifikasi Halal Gratis untuk Warteg,https://katadata.co.id/berita/industri/6870842ae5423/pemerintah-rencanakan-program-setifikasi-halal-gratis-untuk-warteg
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,garuda tv,13 Jul 2025,Indonesia-Australia Perkuat Sinergi Ekspor-Impor Produk Halal Dukung Ketahanan Pangan,https://garuda.tv/indonesia-australia-perkuat-sinergi-ekspor-impor-produk-halal-dukung-ketahanan-pangan/
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,Koran BUMN,25 Jul 2025,"Gandeng Kuliner.id, BSI Pacu Layanan Digital UMKM Sektor Makanan & Minuman Halal",https://koranbumn.com/gandeng-kuliner-id-bsi-pacu-layanan-digital-umkm-sektor-makanan-minuman-halal/
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,Radar Malang,8 Jul 2025,Perumda Tunas Gandeng Enam SPPG Dukung Program Makan Bergizi - Radar Malang,https://radarmalang.jawapos.com/kota-malang/816238789/perumda-tunas-gandeng-enam-sppg-dukung-program-makan-bergizi
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,BBC,16 Jul 2025,"Ribuan gerai F&B China banjiri Indonesia, apa yang terjadi dan bagaimana dampaknya?",https://www.bbc.com/indonesia/articles/c14egn2rm63o
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,NU Online Jabar,23 Jul 2025,"Gus Yahya Sebut 125 Titik Dapur MBG NU Siap Beroperasi, Target Selesai Agustus 2025",https://jabar.nu.or.id/nasional/gus-yahya-sebut-125-titik-dapur-mbg-nu-siap-beroperasi-target-selesai-agustus-2025-lZnoF
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,IndoSatuNews.com,29 Jul 2025,Menteri UMKM Bersama Kepala BGN Serahkan Secara Simbolis Kartu Kepesertaan Jamsostek Kepada Petugas SPPG di Tangsel,https://indosatunews.com/menteri-umkm-bersama-kepala-bgn-serahkan-secara-simbolis-kartu-kepesertaan-jamsostek-kepada-petugas-sppg-di-tangsel/
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,rasika 105.6 fm,16 Jul 2025,"Koordinasi dengan Berbagai Pihak, Pemkot Salatiga Kebut MBG",https://rasikafm.com/koordinasi-dengan-berbagai-pihak-pemkot-salatiga-kebut-mbg/
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,RRI.co.id,21 Jul 2025,AFT Hasanuddin Olah Limbah Gizi Jadi Pakan,https://rri.co.id/bisnis/1721781/aft-hasanuddin-olah-limbah-gizi-jadi-pakan
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,Seru.co.id,5 Jul 2025,"Bangkit Lewat MBG, Perumda Tunas Bidik Potensi Pendapatan SPPG Malang Raya",https://seru.co.id/202449-bangkit-lewat-mbg-perumda-tunas-bidik-potensi-pendapatan-sppg-malang-raya
Legal,Sertifikasi Halal Makan Bergizi Gratis,July 2025,Malangtimes,11 Jul 2025,"Pendaftaran Turnamen Catur JTN-Polresta Malang Kota Ditutup, Peserta Lebihi Kuota 500 Orang",https://www.malangtimes.com/baca/341389/20250711/093900/pendaftaran-turnamen-catur-jtn-polresta-malang-kota-ditutup-peserta-lebihi-kuota-500-orang
